"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Antigua and Barbuda","ATG","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.3747969850351","41.579940117973","41.7645388312811","41.8763852127763","42.2988105409617","42.6961403124656","42.8543758452125","42.9391952639055","43.0485496755746","43.1882995391715","43.6288175756871","43.937274855457","44.0543688344329","44.4384077237373","44.334287116472","44.6667876634783","44.8263395674637","44.9262214128828","45.0461109139895","45.194070081097","45.0862362993653","45.2791397169108","45.4242330243944","45.5441528411066","45.7144820682519","45.8755138576524","46.1353264534953","46.309273387536","46.3512509765503",
"Austria","AUT","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.0341677222639","41.1292977694184","41.6504145473984","41.9246188966997","42.9880608822375","43.2944738144256","43.192647562793","43.336897713279","43.5197160349898","43.5067261552184","43.5129694446005","43.7543784633758","44.2920881446511","44.3685646061133","45.1139870940551","45.2567145565138","45.437382835337","45.4914334857977","45.7333854378861","46.0496954437425","46.1393251301631","46.3298915481112","46.4953244723589","46.5621021188614","46.6943920755707","46.6745007772089","46.7299005407131","46.679740332962","46.7001579262051",
"Azerbaijan","AZE","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.6556839934444","44.6699835475519","44.8901290431815","45.2966613713479","45.7831438669214","46.1661471369562","46.2884401341441","46.3375955075381","46.3210177859986","46.3413669762299","46.6552331788383","46.8599201722128","47.0404667562104","47.2116189571381","47.3885082080275","47.5797284675017","47.7860468132239","48.0084001933752","48.2416929657763","48.4798269620651","48.7153751800383","48.9744681928297","48.95426014862","48.8848377289175","48.9418201578791","49.0220005753662","48.80142502549","48.7643594394903","48.7813896821225",
"Burundi","BDI","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.2925279550811","52.4089479124794","52.5605769829369","52.7213846842059","52.8602244823707","52.9545806005585","52.7970987138554","52.6042459542329","52.391552827614","52.2253869413933","52.087713474915","51.990973766975","51.9228214596676","51.8850323584422","51.8702056411634","51.871420421016","51.8786010331199","51.9064385473231","51.945140521835","51.9858787387564","52.026344797008","52.1406933557176","52.2384307683713","52.3247565368755","52.405239968312","52.3829844105853","52.3609590101083","52.3312584766391","52.3429414077699",
"Belgium","BEL","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.0892121714912","39.8576922305327","40.4625771975925","41.1049345412031","41.2132347465904","41.4076985533448","41.519377931669","41.8855998048502","42.2232171079612","42.8668422257843","42.9850613634133","42.340000352867","42.7728684087852","42.977674063001","43.6394750320877","43.9405293047851","44.1961936459792","44.4658563957058","44.7386310562645","44.9255806124056","45.1402922983842","45.241346324137","45.270375695221","45.6468036197697","45.9817176075762","46.0490790676097","45.9260108843255","45.8425624327857","45.841915948578",
"Benin","BEN","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.7440821544039","41.6491573524038","41.566999394318","42.0499734584308","42.5445569519462","43.0534994662937","43.5938583957389","44.1494845982181","44.7160577736039","45.2908156520402","45.8714142709727","46.4468919411172","47.0297879363556","47.3963902062979","47.7537183539944","48.1029127395719","48.4711783574943","48.8343585192983","49.1851347176302","49.519584592852","49.8331066308302","49.0866277810346","49.0903729920598","49.1158396440188","49.1479826473005","49.1718141456603","49.1953626213729","49.2412119456759","49.2523614807867",
"Burkina Faso","BFA","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.4864872277671","48.4454189508237","48.2007058441232","47.9487964264233","47.6816956675291","47.409789764768","47.125781847201","46.8239188219278","46.5107334337084","46.1810068875991","45.8242238376464","45.4417952314165","45.0388685521862","44.6252424406063","44.1896867054144","43.7455928330804","43.2737145023448","43.3418637168423","43.4338682445408","43.5555222054588","43.7096471339592","43.8957763921892","44.1233182763141","44.3963349867569","44.7153880962781","44.7184254987368","44.7288266668746","44.7506954304837","44.6621388103391",
"Bangladesh","BGD","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.324896391872","20.4404474013748","20.6060355387628","20.816058921366","21.0580234576128","21.3253051703476","21.571304507963","21.8475862861677","22.1403433186856","22.4356814927713","22.7239842442872","22.9479757285236","23.1747746181932","23.4026347477895","23.6353827082663","23.8813435949579","24.0839822979994","24.5953443979672","25.1191078257178","25.6439755720283","26.1645494964206","26.6501206947941","27.1272063390938","27.5997568853532","28.073290521878","28.5518294265341","29.0311861340254","30.43411825396","30.5629239427209",
"Bulgaria","BGR","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.1095848902897","48.2278524743324","48.3484265107435","48.2041505023076","48.0155778109735","47.7714523999926","47.5060118880628","47.1851551608857","46.8101337018302","46.3842467768935","45.9049856826226","46.8966562889379","46.9356750866928","46.2880279012067","46.4170311899922","45.981402195076","46.3881266532926","46.2854267556846","45.8387997654632","45.7879691103013","46.1988077071714","46.5040883326266","46.6402806137053","46.6541986813611","46.5246909478391","46.5216963583297","46.3238346978972","46.4008176920997","46.4241965132515",
"Bahrain","BHR","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6140447884988","17.5863294944667","17.918557153981","18.2852183829017","18.6875327713468","19.114639720919","19.635619862884","20.1502163321565","20.6213095909581","21.0045771854945","21.2674497786857","21.4185319986006","21.4322674709473","21.3618816769908","21.2376317884513","21.0948045417251","20.9109012731807","20.7592494106825","20.7070970263492","20.8055278269576","21.0673421748732","21.0142894472638","21.253405258151","21.5288947360681","21.714550033407","21.7325407701267","21.4538210340846","21.051855232195","20.5930896574759",
"Bahamas, The","BHS","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.934261606083","45.9890071662144","46.0712761896207","46.1890875771745","46.3481755026388","46.5615351599817","46.7816483741223","46.982278684786","47.3285108177194","47.7391450515917","47.942450789462","48.0266315517432","48.0432331836158","47.8587423836499","47.7640668226685","47.7877020822907","47.773826495731","47.7302419250729","47.5602086865526","47.3274476757858","47.349862048919","47.2772173034559","47.3186423435932","47.2120697173633","47.0682397056743","46.8346089734079","46.743422186972","46.7687161896961","46.600068544446",
"Bosnia and Herzegovina","BIH","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.4883405904469","40.5126764828431","40.5164004516865","40.506738024041","40.501351209858","40.4849048738997","40.477182507578","40.4681073805429","40.4326926350335","40.3578955810519","40.2888663577979","40.2299992565408","40.1600927418975","40.0870427515827","40.0094839735458","39.767959194275","39.6985491135802","39.653690599874","39.6309538885932","39.5367164462106","39.4871869528333","39.449312629014","39.3910549087391","39.3713543925154","39.3325907724685","39.1735407382042","38.7311991531016","39.0717273295473","39.0419544413472",
"Belarus","BLR","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.3609673948676","48.3706273363483","48.3137052448116","48.2754353064162","48.2561314607938","48.2875906624769","48.362626802283","48.4681230182233","48.5789821686039","48.6579446009755","48.7895423421247","48.9447710112799","49.0715891886301","49.1738383819232","49.2635210253669","49.3383775284693","49.4382807568191","49.5213443584189","49.5854432792531","49.6260782523576","49.646028124546","49.6745751523046","49.6803190838574","49.6705626985088","49.6599872441448","49.6528017401066","49.6938426259356","49.7034660035954","49.7217807548145",
"Belize","BLZ","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2677810765458","29.7287932718052","30.3059760218488","30.5140434552199","30.3017726922393","30.3409302792559","30.4853623069114","31.0869225561169","31.6728569489518","32.2465721317239","32.8208966896444","33.4251989531592","34.024607447745","34.621617639837","35.2167233725719","35.8139324623661","36.3977211022143","36.9993010155832","37.6054346972434","38.2084575582574","38.8043493894458","39.3942309674848","39.9510432911542","39.8226836030692","39.7376323692113","39.7059918124302","39.94088161934","40.0051152976464","40.1508271804793",
"Bermuda","BMU","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.3550193738232","40.5999225660674","40.7744373863857","41.0152811140768","41.2579196229791","41.4874623276165","41.6742006134434","41.8615757770288","41.9998157660659","42.1249420651658","42.263014868729","42.4770587829885","42.6864398043685","42.8949292476374","43.1018401245732","43.3021546803993","43.5013688199351","43.0300353417952","43.414775191557","43.5135751728195","43.3256294969429","43.1706939776134","42.2935476665839","42.6967775082156","42.9819792558688","40.912050709056","42.9983920583529","41.9617403904966","41.9720953761725",
"Brazil","BRA","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.4567923509414","35.1496573328139","35.8390584200686","36.5229858972516","37.1989484493655","37.8673607868295","37.8900173014925","38.213615643067","38.8057574321602","39.4707487972211","40.1385986695785","40.8077174105155","41.4447311664015","41.6921589789496","42.0761520934425","42.5568120426628","42.597653547728","42.6140513857051","42.5505968615638","42.7875250194904","42.4350889886203","42.0739970734132","42.3434214635016","42.3510089294376","42.4500062890422","42.7744748770347","42.9151380878279","43.424960526356","43.4283787588116",
"Barbados","BRB","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.7891387854441","47.2289960345403","47.2136583095806","47.4343636949747","47.6548797736917","47.7849621024938","48.8538190873924","48.2003728643775","48.2585375318772","48.3194206423793","48.38300308295","48.4169334756314","48.4568089948707","48.4965096339504","48.596346509493","48.6804373596826","48.7644499607186","48.8464854831597","48.928751994432","49.0163031360256","49.2768472906404","49.2274683726468","49.1009919860235","49.5663013895325","50.0923072791842","49.7920265780731","49.886027196269","49.9022873931063","50.068068370897",
"Brunei Darussalam","BRN","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.8297364287595","33.042576927469","33.6753035338805","34.3481923080068","35.0984348155037","35.9421719663049","36.8762537382525","37.9001789620203","38.9506718468422","39.9331607312692","40.7734912146677","41.2046756021515","41.2238207976689","41.176400844182","41.1130020028016","41.065419397895","41.1623626526856","41.2251182228088","41.2784809441023","41.3455494593299","41.4442601593688","41.632883171463","41.8643471265524","42.1307314760865","42.4117604250055","42.6982529606189","42.9793876476341","43.2659113551586","43.3544549570334",
"Bhutan","BTN","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.6549095219592","39.6390880127439","39.6878647921636","39.777881571436","39.865601354569","39.9239808346048","40.3602457702395","40.8148151931317","41.258397106228","41.6852831113499","42.0786249179679","42.4037740803008","42.6219791148682","42.7414141640604","42.7847370588463","42.7870686727007","42.894858362128","42.9891826114607","43.0628295384253","43.1106281787254","42.5415022452034","42.124527585063","44.5160588351511","40.4421700892758","39.1949264315921","39.8594527853306","39.9456326060344","40.0221088735832","40.0692403129187",
"Botswana","BWA","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.4576053073124","38.8201073831604","39.1501256481216","39.488641258258","39.8872210250388","40.3684791756179","40.7559018250299","41.2246368832521","41.6858361333678","42.3124801018784","43.0684090226226","43.3604484160601","43.6335565372553","43.892411698372","44.1383304716446","44.3745748040459","44.6065417527973","44.8911346417527","45.1729557629666","45.4556467960667","45.3231654110389","45.3934654723134","45.7451098173625","46.2333229608308","46.3813441562386","46.4670322700712","46.5651679822228","46.6671084720602","46.6944650927624",
"Central African Republic","CAF","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.2213176123657","46.2110350124816","46.2001795876953","46.2375310519224","46.3101335824779","46.4050395129365","46.3643831229856","46.3778318753516","46.4037633457989","46.4405474092495","46.466265263489","46.4083587287767","46.3735433209531","46.3225410177771","46.3313674968087","46.3324505331466","46.2640381210036","46.2126051836378","46.1730073962311","46.1576436457849","46.176705736827","46.0506135175743","45.9474936675794","45.6786076851632","45.6197308902716","45.5989127129077","45.7160696442606","45.8639136762104","45.8099265442079",
"Canada","CAN","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.0797631952845","44.418342515828","44.59437886992","44.7120150460233","44.7319514138835","44.9320271140833","45.0260359800778","45.1359550024933","45.4050313350068","45.5125847370795","45.7030148261789","45.8502928903985","46.0779760786613","46.3342129336146","46.4452780735188","46.4169195785364","46.6716123169918","46.8516181416339","46.7995368117604","47.0249641724231","47.1279611431297","47.0775210535415","47.2062827187081","47.2880971670547","47.1609214225697","47.0231479193985","47.15102860564","47.253894160818","47.2716450450349",
"Central Europe and the Baltics","CEB","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.9362413788476","45.8894043305747","45.9048853103758","45.8682670892765","45.8389526138979","45.6703865802947","45.5131321524048","45.5719964662149","45.6115552498233","45.7669370562566","45.9250224421319","46.0174555931689","45.7644971685802","45.6841833428999","45.5398374749414","45.3827954252321","45.3322479324878","45.1405793506859","45.0195168134865","45.0889351285424","45.1753924011312","45.2333191579465","45.3073262014875","45.2816155900254","45.2851048501936","45.2340207761195","45.1986524478567","45.2523651010726","45.2668292432765",
"Switzerland","CHE","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.1430201672405","42.9334102934702","43.293539108969","43.1976661193863","43.0664899354165","43.0188978176308","43.5993649436693","43.7544032752608","44.2594783555463","44.4090379126161","44.3100138801205","44.8970494896075","45.2631792444692","45.3285994458182","45.4175087933577","45.7188113040027","45.7312838535482","45.6185023161555","46.2084618109206","46.2659002579397","45.7945309250353","45.886702122738","46.0363663256395","46.1994436549802","46.4380696564825","46.5009415820323","46.5879491334057","46.4762923629485","46.5406321739737",
"Channel Islands","CHI","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.321391866099","41.2580781630658","41.4600191420865","41.6456407964359","41.983880434627","41.9594295584645","41.8705547652916","42.0684786445464","42.3698986005196","42.8656156466807","43.0082834413188","43.0742762703369","43.3815261044177","43.4635019558443","43.239646334875","43.30710712797","43.4319541923559","43.3903916234666","43.2940276626936","43.25378236374","43.4398701935776","42.8272198458064","42.9057917289737","43.0175280674118","43.3286987610795","43.5224971600731","43.6748803621735","43.7684040047114","43.5222622759158",
"Chile","CHL","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.001529513069","32.1459378196792","32.4357745464825","32.572801583173","32.6727675007803","32.9743513876561","33.3045235193513","34.0007467671014","34.1595583519051","34.3111842891765","34.5708308664154","34.2208091639978","34.3004076554166","35.2649441364101","36.2353862592088","36.7486376088973","37.0110931902873","37.5770099180656","38.6293541828129","39.0777047192313","39.4386405853188","40.2088106278286","40.4174499457234","40.6833228000612","40.9968344120806","40.9228904499618","41.1924675260632","41.4871030255586","41.5361376196548",
"China","CHN","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.1525329356065","45.1421300163974","45.1244373420817","45.102641578861","45.080997126948","45.0615570930819","45.057264682932","45.0500826871772","45.0422260355523","45.0423381046635","45.0524604054237","44.9649371708507","44.8816210776108","44.7943134265271","44.6956997383537","44.5857743390531","44.4779576567411","44.3652186133463","44.250260452099","44.1334640850885","44.0117173781741","43.9805428384252","43.9615654259399","43.9294563050057","43.8945237209387","43.8460628208667","43.7910252995982","43.7293074594132","43.6180504090571",
"Cote d'Ivoire","CIV","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.084283249114","33.2240584549227","33.4018166489607","33.6051053653263","33.8225717787723","34.0731542628797","34.2044551804992","34.316492624351","34.4480417250009","34.7001198181146","34.9677822019434","35.2689780762583","35.5908260893666","35.9293350799571","36.2780953462272","36.6305522515708","36.983989032765","37.3392832442467","37.7023442674713","38.0771167314868","38.464193188208","38.8518612389151","39.2531822510246","39.6656510386561","40.0868740532602","40.5161353966153","40.9632970111127","41.1931277314878","41.3502054894884",
"Cameroon","CMR","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.0487707378648","47.9814646224126","47.9337302714334","47.8886087811994","47.8955883787285","47.9265578758771","47.9339267160104","47.9658677331196","48.0126313563633","48.0677613997866","48.1227430122019","48.1418946315571","48.1631332041659","48.1880330474965","48.2187105872226","48.2360308545103","48.2214172901841","48.2217385295334","47.7766408718895","47.2911145835112","46.7652121561726","46.7627306949507","46.770708798485","46.7920644049041","46.8241829589333","46.8687089248312","46.8990413709344","46.9397869927514","46.891079830863",
"Congo, Dem. Rep.","COD","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.4387847866783","51.2363599545063","51.0346104026464","50.8269245898703","50.7161312588761","50.6760238513072","50.5573658961294","50.4432203485188","50.3856564573744","50.3248904853796","50.2480664837993","50.1453622843788","50.087959724096","50.0526002794639","50.0312783746216","50.0124194003502","49.8047974229386","49.5865285280748","49.3583328153028","49.1214807723275","48.876926624125","48.6239647313117","48.3648023103842","48.3524727345113","48.3675811270517","48.3906950971874","48.3675672824583","48.396900485748","48.3372996291284",
"Congo, Rep.","COG","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.4075666768005","48.4963217242914","48.604900335584","48.6917442203081","48.7342760968266","48.839652775995","48.9008234936536","48.9123664332295","48.947728840444","48.9281529676649","48.9849976540537","48.9465616199066","48.9282183287337","48.8860034758349","48.8529471850859","48.8339657636067","48.8178771789156","48.734319800252","48.7017536257006","48.6951335558926","48.7220053629077","48.6008630498157","48.5211523438128","48.4713888237069","48.4717812536178","48.4660237699021","48.4670854662066","48.5486586544512","48.5217032927684",
"Colombia","COL","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.6839516483742","39.6511574019278","39.6827289410913","39.6586223750225","39.7603603304178","39.8960949521199","39.98639216694","40.1652477799628","40.2929056022461","40.2722443252812","40.4699720012455","40.5862438905883","40.8260307834686","41.2330574992138","40.8132001396463","40.5108140222709","40.3245814267509","40.1434551377575","40.2679734280896","41.3261174993512","41.8470571203344","42.0619491856894","42.573206460808","42.7272548997636","42.715917110013","42.9579680253533","42.9451442128455","42.9557691576958","43.0057139188616",
"Comoros","COM","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.3498838402939","36.1897987363488","36.2933146301548","36.3790419515655","36.406819674628","36.6248236042833","36.7876341685568","37.0670616052173","37.347911457197","37.6835276327984","38.1752862218713","38.5026737967914","38.8647391456192","39.2411537574919","39.6074160942648","39.9588764060143","40.232350664515","40.465054207603","40.675974181798","40.8969293933273","41.1095404321611","41.2644250401356","41.4263098542679","41.5970824553198","41.7560151103237","41.9146764243198","42.0548581164838","42.2391573902504","42.3715283102263",
"Cabo Verde","CPV","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.8006510073018","38.1975641835915","38.6024916559268","39.0224844522405","39.4752428790105","39.9579741459322","40.5074661186243","41.0811525980809","41.6515843215646","42.1845537397863","42.6631658390253","43.0028075626808","43.2949739584869","43.54763475847","43.7727831700997","43.9791658931669","44.1137274600457","44.2376102045575","44.370156949702","44.5335848774656","44.7328881848017","45.1298098597152","45.5597724593155","46.0108378141646","46.4633712877962","46.9075741504303","47.1664160908616","47.3962241155389","47.6021215014621",
"Costa Rica","CRI","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.1180059824276","29.0098632054961","28.9025946928861","29.3466997159906","30.0507452139327","30.4468175512433","30.1412969347454","31.6591372191991","32.9024661844632","33.1837312225654","32.5887932287912","34.5013606958589","34.562637347638","34.7435932237944","34.1468825903799","35.9194121672416","36.0363046902479","36.4695067851871","36.9430705072253","37.555315574754","38.0654810832374","37.8594995613533","39.631661711872","39.574383998699","39.2980005880623","39.3014578715266","38.0053610412579","38.0583929138845","38.2534749773824",
